Aasta,ICD10,Organ,Paikmed,Sugu,Vanusrühmad kokku,Vanus0-4,Vanus5-9,Vanus10-14,Vanus15-19,Vanus20-24,Vanus25-29,Vanus30-34,Vanus35-39,Vanus40-44,Vanus45-49,Vanus50-54,Vanus55-59,Vanus60-64,Vanus65-69,Vanus70-74,Vanus75-79,Vanus80-84,Vanus85pluss
2008,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2001,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2002,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2003,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2004,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
2005,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0
2007,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2008,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
2009,C55,..Emakas (osa täpsustamata) (C55),Naissuguelundid (C51–C58),Naised,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2000,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C56,..Munasari (C56),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,140,1,0,0,0,0,3,0,5,7,9,12,18,23,19,12,12,11,8
2001,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,170,0,0,1,1,1,1,0,3,5,16,12,12,27,29,26,18,10,8
2002,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,141,0,0,2,0,0,1,1,1,5,12,16,9,24,18,21,19,6,6
2003,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,170,0,1,0,0,1,3,0,1,6,20,14,16,19,29,30,12,11,7
2004,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,138,0,0,0,1,1,1,3,2,5,10,18,15,11,23,19,17,8,4
2005,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,162,0,0,0,2,1,2,0,9,9,13,13,15,11,24,24,22,12,5
2006,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,185,0,0,1,0,0,1,2,4,10,20,12,19,30,15,24,30,12,5
2007,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,149,0,0,0,0,3,1,0,2,4,8,13,15,17,15,23,22,17,9
2008,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,165,0,0,0,1,1,1,2,6,7,10,13,17,20,15,22,25,19,6
2009,C56,..Munasari (C56),Naissuguelundid (C51–C58),Naised,145,0,0,0,0,0,0,0,6,6,11,11,7,19,15,23,23,15,9
2000,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,10,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,1,1
2001,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2002,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,8,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1,0
2003,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
2004,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,8,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,3
2005,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,10,0,0,0,0,1,0,0,0,1,1,1,1,0,0,2,1,1,1
2006,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,15,0,0,0,0,0,0,0,0,1,2,1,5,2,0,2,1,0,1
2007,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,11,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,1,3,1
2008,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,9,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,2,0,1
2009,C57,..Naissuguelundid (muu) (C57),Naissuguelundid (C51–C58),Naised,10,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,1,2,1
2000,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C58,..Platsenta (C58),Naissuguelundid (C51–C58),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,10,0,0,0,0,0,0,0,0,1,1,0,2,1,2,0,1,1,1
2001,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,7,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0,0,0,0
2002,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,5,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0
2003,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0
2004,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,9,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,2,0,0
2005,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,10,0,0,0,0,0,0,1,0,0,0,3,1,1,2,0,0,1,1
2006,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,13,0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,3,1,0
2007,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,6,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,1
2008,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0
2009,C60,..Suguti (C60),Meessuguelundid (C60–C63),Mehed,9,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1,1
2000,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C60,..Suguti (C60),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,374,0,0,0,0,0,0,0,0,1,0,9,21,45,78,108,54,32,26
2001,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,435,0,0,0,0,0,0,0,0,0,4,11,22,61,77,117,88,39,16
2002,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,456,0,0,0,0,0,0,0,0,0,2,11,27,56,81,126,81,48,24
2003,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,559,0,0,0,0,0,0,0,0,0,2,22,21,63,118,153,99,54,27
2004,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,705,0,0,0,0,0,0,0,0,2,2,12,40,103,146,177,122,67,34
2005,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,624,0,0,0,0,0,0,0,0,1,11,9,50,76,113,142,135,66,21
2006,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,862,0,0,0,0,0,0,0,0,1,9,25,54,106,188,218,158,69,34
2007,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,880,0,0,0,0,0,0,0,0,1,9,20,73,126,212,170,177,65,27
2008,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,891,0,0,0,0,0,0,0,0,2,11,25,68,120,190,210,131,91,43
2009,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Mehed,925,0,0,0,0,0,0,0,1,0,11,31,73,137,234,170,150,84,34
2000,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C61,..Eesnääre (C61),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,12,1,0,0,0,1,4,3,1,2,0,0,0,0,0,0,0,0,0
2001,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,20,0,0,0,2,3,5,5,2,2,0,0,0,0,0,1,0,0,0
2002,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,20,0,0,0,1,2,8,3,1,2,2,1,0,0,0,0,0,0,0
2003,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,18,0,0,0,2,2,4,2,3,1,1,1,0,0,1,0,1,0,0
2004,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,23,0,0,0,1,3,8,5,1,2,1,1,0,0,0,0,1,0,0
2005,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,11,0,0,0,0,0,2,1,1,2,1,2,1,0,0,0,1,0,0
2006,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,24,0,0,0,0,3,3,4,3,4,4,1,0,1,0,0,0,0,1
2007,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,24,1,0,1,1,2,2,6,6,2,0,2,0,1,0,0,0,0,0
2008,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,20,0,0,0,2,1,6,2,4,2,0,0,1,0,0,1,0,0,1
2009,C62,..Munand (C62),Meessuguelundid (C60–C63),Mehed,25,0,0,0,0,2,5,8,1,1,5,0,0,1,1,0,1,0,0
2000,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C62,..Munand (C62),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2007,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2009,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C63,..Meessuguelundid (muu) (C63),Meessuguelundid (C60–C63),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,150,0,0,0,0,0,1,0,5,9,12,13,22,22,25,25,9,3,4
2001,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,134,2,1,0,0,0,1,1,1,1,13,14,16,20,28,24,8,4,0
2002,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,136,1,0,0,0,0,0,0,1,4,10,23,12,21,28,19,10,5,2
2003,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,141,1,0,0,0,0,0,0,2,3,8,11,27,28,21,21,13,1,5
2004,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,160,0,0,0,0,0,1,1,2,4,11,9,18,23,21,30,21,11,8
2005,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,174,0,0,0,0,0,0,0,1,4,10,17,20,24,35,28,22,7,6
2006,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,157,1,0,0,0,0,0,1,2,5,5,24,20,17,29,22,20,8,3
2007,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,178,0,0,0,0,0,2,2,5,5,12,11,26,25,25,24,27,13,1
2008,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,160,0,1,0,0,0,0,0,3,2,6,14,16,32,20,37,21,4,4
2009,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Mehed,167,0,0,0,0,0,0,0,1,5,10,9,27,25,30,28,21,7,4
2000,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,101,1,0,0,0,0,0,0,0,0,3,9,17,11,14,21,17,4,4
2001,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,97,0,0,0,0,0,0,1,1,1,5,6,8,16,16,15,19,4,5
2002,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,94,0,0,0,0,0,0,1,1,2,3,7,8,15,13,19,14,8,3
2003,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,104,0,0,0,0,2,0,1,1,2,2,6,11,10,14,24,16,9,6
2004,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,117,2,0,1,1,1,0,0,1,0,2,12,11,17,17,16,21,10,5
2005,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,102,1,0,0,0,0,0,0,0,4,2,8,4,12,19,17,23,11,1
2006,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,110,0,0,0,0,0,0,0,0,1,3,9,10,14,23,11,22,11,6
2007,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,123,0,0,0,0,0,0,0,4,3,1,8,6,18,26,24,15,11,7
2008,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,142,1,0,0,0,0,0,0,1,2,6,14,13,9,27,28,21,14,6
2009,C64–C65,"..Neer, neeruvaagen (C64–C65)",Kuseelundid (C64–C68),Naised,118,0,0,0,1,0,0,0,2,0,2,10,12,10,16,24,20,14,7
2000,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2001,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2002,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
2004,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
2005,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
2006,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2007,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
